,1,2,4,8,16,32
mean,18378.960817917898,33287.2722209564,44619.67602246821,54920.27907947953,57651.224024580035,41264.205705514825
error_margin,1558.1925850715572,1114.0843897071834,6153.163756652644,7019.191507659249,4587.823251154962,5452.762950244785
