,1,2,4,8,16,32
mean,7.4831805898368895,9.366043929645173,9.523949536344608,9.553609766986384,9.361273999426514,9.079554220971591
error_margin,0.9504805425047387,0.08411134951288438,0.018909564340458603,0.04620941501657367,0.07849197726711994,0.03839289542587718
