,1,2,4,8,16,32
mean,199.07459845906192,373.2974505972261,730.1110054144525,1153.7202832850464,2074.7504315517153,2552.325589006622
error_margin,2.87626509918476,28.325168656333023,14.835203184379443,104.20974933187333,140.95203795045558,163.9218940719088
