,1,2,4,8,16,32
mean,4182.845033671964,8781.801455256516,13728.578585880474,17868.531302289313,18873.5592669604,17872.923125428366
error_margin,848.3800818744514,492.13580422404203,392.81763885129516,1437.112138267497,1333.5155850298063,1798.3904287630492
