,1,2,4,8,16,32
mean,39.43405070484888,78.17392242510873,148.6213409483211,272.84054509538794,444.0934874633551,594.2999235257943
error_margin,0.41910937996912484,1.0593504256845807,1.3295547411513369,2.7156827135746475,17.449252259820195,41.54549184133701
