,1,2,4,8,16,32
mean,12070.702026643616,20904.553385451047,31330.587018988437,41983.04090667638,48960.46170953484,36058.48088210679
error_margin,1176.5339319507978,981.8403292832554,2503.5821241696985,2264.511735638832,1910.8856215927196,3491.178388982202
